Model settings:
Alpha = 1, Features encoder depth = 34, Cognition encoder depth = 6, Latent space dimension = 6, Data normalized = True
Features encoder dimensions = [14753, 13006, 12264, 11775, 10875, 9729, 9303, 8852, 8000, 8000, 7642, 7175, 6949, 6810, 6311, 6000, 5823, 5583, 5245, 4990, 3629, 3000, 2732, 1200, 1950, 1655, 1500, 1414, 1032, 827, 665, 301, 135, 50]
Cognition encoder dimensions = [12, 11, 10, 9, 8, 7]
Learning curve mode = False
********************
  epoch    l2_norm    reconst_loss    score    train_loss     dur
        [-2.5791e-01,  8.2515e-02, -4.2874e-01, -4.4563e-01, -5.9853e-01,
         -3.5961e-01, -2.8732e-02, -2.2199e-01,  2.0077e-01, -3.3244e-02,
          3.0988e-01,  1.2608e-01],
        [-8.2931e-02,  1.3929e-01, -3.7908e-02,  1.6290e-01,  2.9952e-02,
          3.3011e-01, -1.5966e-01, -2.1721e-01, -5.8112e-01,  4.2961e-01,
         -1.2150e-01,  3.5136e-02],
        [-3.4817e-02,  1.0809e-01,  1.2485e-01,  1.0035e-01,  1.4466e-01,
          5.5288e-01, -1.4259e-01, -1.3518e-01, -5.3507e-01,  7.5034e-01,
         -3.6080e-01,  1.6127e-01],
        [-1.0826e-01, -1.8706e-01,  2.0228e-01, -1.1689e-02, -4.4187e-02,
          9.2601e-02, -5.8087e-02, -1.2054e-01, -4.1916e-01,  3.5831e-01,
          2.1002e-02,  1.4891e-01],
        [-6.1933e-02,  3.2667e-02,  1.6359e-01,  1.5094e-01,  1.3701e-01,
          4.6218e-01, -1.3342e-01, -1.5345e-01, -5.9447e-01,  6.3175e-01,
         -3.0726e-01,  2.0754e-01],
        [-9.8897e-02, -2.1685e-01,  2.0297e-01,  1.1064e-02, -6.5395e-02,
          1.0113e-01, -4.9154e-02, -1.4117e-01, -4.0674e-01,  3.6886e-01,
         -4.1058e-03,  1.6470e-01],
        [-5.2442e-02, -2.5128e-01,  1.5760e-01, -2.8474e-02, -1.9370e-01,
          1.8277e-02,  5.1635e-02, -1.1081e-01, -2.2986e-01,  4.1705e-01,
         -8.1910e-03,  2.2192e-01],
        [-1.0183e-01, -1.6609e-01,  2.3665e-02, -1.2217e-01, -1.7596e-01,
         -9.1875e-04,  6.3732e-02, -4.3252e-02, -1.7787e-01,  4.7569e-01,
         -1.8457e-01,  4.3120e-01],
        [-4.9643e-02, -2.9570e-01,  2.0682e-01,  7.0884e-02, -1.5429e-01,
          1.0887e-01,  1.8754e-02, -1.8652e-01, -3.1063e-01,  4.2417e-01,
         -5.2522e-02,  2.0288e-01],
        [-1.2119e-01, -1.5958e-01,  2.0303e-01, -3.1813e-02, -1.6093e-02,
          8.3516e-02, -7.6249e-02, -9.7896e-02, -4.4589e-01,  3.3899e-01,
          3.4544e-02,  1.4197e-01],
        [-1.5979e-01, -1.1938e-01,  1.4580e-01, -5.2256e-02, -5.6377e-02,
          3.5337e-02, -1.1117e-01,  2.5413e-02, -4.5266e-01,  3.0624e-01,
         -1.3477e-02,  1.8575e-01],
        [-9.1142e-02, -2.4325e-01,  2.0125e-01,  3.6611e-02, -8.3494e-02,
          1.1924e-01, -3.9783e-02, -1.6725e-01, -3.9475e-01,  3.8700e-01,
         -3.1604e-02,  1.7956e-01],
        [-1.0543e-01, -1.3493e-01, -1.2375e-02, -1.2067e-01, -1.7350e-01,
         -6.5657e-03,  6.6188e-02, -3.8784e-02, -1.6521e-01,  4.6865e-01,
         -2.1457e-01,  4.5279e-01],
        [-1.0129e-01, -2.0115e-01,  2.0155e-01, -1.5418e-03, -5.9921e-02,
          9.7022e-02, -4.7562e-02, -1.3225e-01, -4.0343e-01,  3.6912e-01,
          1.5621e-02,  1.5147e-01],
        [-2.7058e-01,  2.7432e-01, -5.0758e-01, -8.6847e-02, -1.8239e-01,
         -7.7597e-03, -1.9866e-01, -3.6338e-01, -2.9583e-01, -8.9319e-03,
          2.8540e-01, -3.0549e-01],
        [-1.0341e-01, -2.4272e-01,  1.7540e-01,  5.7493e-02, -8.1565e-02,
          1.8201e-01, -3.9817e-02, -2.1826e-01, -3.9417e-01,  4.3632e-01,
         -5.8489e-02,  1.8131e-01],
        [-1.1954e-01, -7.9529e-02,  1.6418e-01,  1.5255e-01,  9.7526e-02,
          3.8235e-01, -1.1582e-01, -2.2893e-01, -5.8371e-01,  5.3541e-01,
         -2.0670e-01,  2.1974e-01],
        [-3.9260e-01, -6.1871e-02, -2.1203e-01, -2.5959e-01, -8.6737e-02,
          8.2107e-02, -3.2536e-01,  1.6050e-01, -2.6339e-01,  3.6951e-01,
         -5.4768e-02,  2.2309e-01],
        [-1.3486e-01, -1.4089e-01, -4.7827e-02, -3.0574e-01, -2.5614e-01,
         -1.5622e-01,  8.8578e-02,  3.3085e-02, -6.2844e-02,  4.1933e-01,
         -1.9493e-02,  3.7636e-01],
        [-6.8994e-02, -2.6575e-01,  1.6465e-01, -3.7962e-02, -1.9167e-01,
          2.3699e-02,  3.6715e-02, -1.3623e-01, -2.4207e-01,  3.9934e-01,
          4.4686e-02,  1.7047e-01],
        [-1.1847e-01, -2.5253e-04, -9.3311e-02, -4.4798e-02, -1.5049e-01,
         -2.8575e-02,  6.4278e-02, -1.2840e-01, -1.1710e-01,  3.0196e-01,
         -3.8675e-02,  2.0294e-01],
        [-1.6980e-01, -1.1572e-01,  8.4114e-02,  4.4875e-02,  1.9472e-02,
          3.3065e-01, -9.9830e-02, -2.6169e-01, -4.8687e-01,  5.3116e-01,
         -1.2463e-01,  1.9315e-01],
        [-1.1535e-01, -4.1226e-02, -6.3586e-02, -6.9937e-02, -1.5089e-01,
         -1.5333e-02,  6.7350e-02, -9.6470e-02, -1.3298e-01,  3.6523e-01,
         -1.0334e-01,  2.9300e-01],
        [-1.3166e-01, -1.1718e-01,  1.6756e-01,  1.0409e-01,  6.3429e-02,
          3.1494e-01, -1.1200e-01, -2.1820e-01, -5.4930e-01,  4.8396e-01,
         -1.4190e-01,  1.9405e-01],
        [-1.4104e-01, -1.3525e-01,  1.6861e-01, -3.4210e-02, -4.3167e-02,
          3.7089e-02, -1.0373e-01, -1.7003e-02, -4.6763e-01,  2.9980e-01,
          2.9670e-02,  1.6385e-01],
        [-6.7506e-02, -2.8186e-01,  1.9023e-01,  3.2485e-02, -1.5594e-01,
          9.5435e-02,  9.5570e-03, -1.8333e-01, -3.0785e-01,  4.1307e-01,
         -5.2656e-03,  1.7089e-01],
        [-1.2071e-01, -5.2090e-02,  1.4522e-01,  1.4771e-01,  1.0044e-01,
          4.1636e-01, -1.1581e-01, -2.2768e-01, -5.7902e-01,  5.7383e-01,
         -2.3824e-01,  2.2252e-01],
        [-1.1079e-01, -2.0309e-01,  1.9954e-01,  1.5425e-02, -3.9881e-02,
          1.2234e-01, -6.5106e-02, -1.4614e-01, -4.3423e-01,  3.7144e-01,
         -2.1445e-02,  1.7159e-01],
        [-1.9668e-01, -4.5841e-02, -3.8030e-01, -1.9627e-01, -4.2377e-01,
         -4.4752e-01,  8.6326e-02, -2.0458e-01,  1.9633e-01, -1.6101e-01,
          2.5334e-01, -1.4213e-02],
        [-1.2242e-01, -9.6685e-02,  1.6797e-01,  1.4049e-01,  8.4698e-02,
          3.6174e-01, -1.1351e-01, -2.2910e-01, -5.7144e-01,  5.1864e-01,
         -1.8537e-01,  2.1002e-01],
        [-1.1910e-01, -1.6600e-01,  2.0352e-01, -2.6662e-02, -1.9741e-02,
          8.6086e-02, -7.4817e-02, -1.0284e-01, -4.4427e-01,  3.4134e-01,
          2.7894e-02,  1.4590e-01]]), shape = torch.Size([56, 12])
y_true space = [[-4.98609275e-01  5.86929262e-01 -3.25965047e-01  1.19066632e+00
   4.51900601e-01 -6.68303311e-01 -6.56723201e-01 -1.02331400e+00
  -2.10636795e-01 -3.25754285e-01  1.58511627e+00  1.04415417e+00]
 [ 3.47515553e-01 -3.06422621e-01 -1.41514647e+00  3.16593319e-01
  -2.35818624e-01  1.08809125e+00 -8.01867008e-01  3.45312171e-02
   8.17850173e-01  2.02155519e+00 -7.97101557e-01  1.29790199e+00]
 [ 3.47515553e-01 -6.71557784e-01 -1.37957960e-01 -8.82080555e-01
   8.75402451e-01 -1.72219992e+00 -1.04438579e+00 -6.97099030e-01
   7.02980980e-02 -3.63583773e-01  2.28544220e-01  9.91082668e-01]
 [ 6.29557192e-01  1.41401458e+00 -2.23993921e+00  4.16502804e-01
  -1.03821015e+00 -3.17054361e-01 -1.44766510e+00  8.21054280e-01
  -3.49294811e-01  3.87328565e-01 -5.52872956e-01  9.91082668e-01]
 [-4.98609275e-01 -7.33419597e-01  1.17019331e+00 -1.57841817e-01
  -3.63686025e-01  3.85518432e-01  1.18329597e+00 -2.94035643e-01
   2.14986041e-01 -4.42079782e-01  5.64003825e-01 -1.58067381e+00]
 [-4.98609275e-01 -9.95899439e-01  1.26645461e-01 -3.82593185e-01
   1.06296229e+00 -1.92127571e-01  2.44273996e+00 -2.94035643e-01
   1.09034407e+00  4.07188863e-01  1.58511627e+00  3.14420789e-01]
 [-2.16567665e-01  4.19348031e-01 -2.01464221e-01  4.66427565e-01
   8.13196719e-01 -1.99921444e-01  1.22276433e-01 -6.16329610e-01
  -2.41470790e+00 -1.37835574e+00 -9.55764651e-01  1.61025000e+00]
 [-4.98609275e-01 -1.29879069e+00  7.36594617e-01 -8.57088208e-01
  -5.08204460e-01 -5.67957103e-01  1.60858959e-01 -2.29680610e+00
   7.73237884e-01 -3.21118617e+00 -2.09417462e+00 -2.70471007e-01]
 [-4.98609275e-01 -1.22371399e+00  1.25171468e-01 -1.33158326e+00
  -4.29179370e-02  6.19709373e-01  1.03447771e+00  1.08243398e-01
  -5.87147847e-02 -2.93599725e-01 -1.66521692e+00  1.13702929e+00]
 [-7.80650914e-01 -1.06139958e+00  4.59363967e-01  4.66427565e-01
   1.14181900e+00  6.19709373e-01  1.62883234e+00 -2.94035643e-01
   8.11501369e-02  4.86630112e-01  4.18373525e-01 -7.53090084e-01]
 [ 6.29557192e-01  7.70885348e-01 -4.73168552e-01 -1.88093555e+00
   1.13019478e+00  6.19709373e-01  8.64530802e-01  3.45312171e-02
   1.06743586e+00  6.66319549e-01 -2.24213377e-01 -1.42809319e+00]
 [ 9.11598802e-01 -1.52459395e+00  1.66078043e+00 -4.82502639e-01
  -6.45956993e-02  6.19709373e-01  1.06754839e+00 -6.97099030e-01
  -5.92852414e-01 -9.31969583e-01 -1.73831546e+00  1.57970771e-01]
 [ 3.47515553e-01  1.06295586e+00 -5.67469954e-01  5.91329396e-01
   9.77507889e-01 -1.99921444e-01 -1.22994936e+00  3.45312171e-02
   2.72860467e-01 -4.80854452e-01  9.32329535e-01  1.74555361e-01]
 [-4.98609275e-01  1.41401458e+00 -1.28565490e+00  7.91088402e-01
  -2.79174149e-01 -5.51245272e-01 -1.11328316e+00  4.76019353e-01
   8.08204114e-01  1.20160484e+00 -6.96803391e-01 -8.25097933e-02]
 [-7.80650914e-01  1.76307157e-01  5.86001575e-01  2.66668558e-01
  -9.09860209e-02  7.36842275e-01 -9.26800907e-01  1.08243398e-01
  -2.92626351e-01 -4.13707495e-01 -6.24271631e-01 -2.38959819e-01]
 [-1.06269252e+00  7.36507893e-01 -6.98026597e-01 -4.22835875e+00
  -4.34705400e+00  3.41945849e-02 -1.03244352e+00 -2.94035643e-01
   2.14986041e-01  1.53732374e-01 -1.06116247e+00 -7.53090084e-01]
 [-1.06269252e+00 -5.90726770e-02  6.45247340e-01  5.66337049e-01
   1.93966627e-01  4.63607043e-01 -1.22079588e-01  1.08243398e-01
  -2.49220058e-01 -1.09841812e+00  5.76470315e-01  1.24483061e+00]
 [ 9.11598802e-01 -2.18534327e+00  2.37461734e+00 -9.81930137e-01
   1.50437176e+00 -6.01455688e-01  1.08408380e+00 -1.08683157e+00
  -7.21865296e-01 -3.38994503e-01 -1.59047976e-01 -5.78949153e-01]
 [ 2.03976536e+00  1.29431379e+00 -9.45996225e-01  1.66510141e+00
  -4.63278085e-01 -3.82991838e+00 -3.12692380e+00  2.32038713e+00
  -7.21865296e-01  1.02853549e+00  3.82674009e-01 -1.96986485e+00]
 [ 3.47515553e-01  3.91003102e-01 -3.87763023e-01  1.41826659e-01
  -9.71605957e-01 -7.85436213e-01  3.59283417e-01  4.02307183e-01
   4.38045591e-01  8.78163576e-01  1.33346185e-01  9.87212896e-01]
 [ 9.11598802e-01 -1.09089375e+00 -1.50431469e-01  4.66427565e-01
  -6.22248352e-01  9.70958054e-01 -7.79819846e-01  3.45312171e-02
   9.84240353e-01  1.09284544e+00  1.13349175e+00  3.18843514e-01]
 [-2.16567665e-01  1.18265676e+00 -5.24549663e-01  1.04083204e+00
  -9.76632655e-01 -1.01962721e+00 -4.52786982e-01 -2.94035643e-01
  -1.27167714e+00  1.75483823e-01 -8.77566457e-01 -1.13454163e+00]
 [ 9.11598802e-01  1.07090402e+00  2.87092805e-01 -1.15675664e+00
   8.11940014e-01  5.02576470e-01  7.14793861e-01 -1.42559302e+00
   2.54774362e-01 -6.50140762e-01  4.50106084e-01 -1.25671649e+00]
 [-1.06269252e+00  6.49173856e-01  7.14589655e-02  1.41541767e+00
   2.02135056e-01 -3.17054361e-01  8.02063882e-01 -2.94035643e-01
  -1.52005768e+00 -1.04262018e+00 -1.26181886e-01  7.57236242e-01]
 [-7.80650914e-01 -1.50984681e+00  5.94944835e-01  6.91178918e-01
  -5.04916883e-04 -9.02569175e-01 -1.34021804e-01 -1.02331400e+00
  -1.17795207e-01 -7.61737287e-01  5.76470315e-01 -3.67215931e-01]
 [ 3.47515553e-01 -3.14466476e-01  2.57295728e-01 -1.55633461e+00
   9.16872978e-01 -1.40325058e+00  9.51800823e-01  3.45312171e-02
   1.64739084e+00  6.01049960e-02 -1.60798466e+00 -2.14676976e+00]
 [ 1.75772369e+00  7.59681702e-01  9.95682105e-02  1.01583970e+00
   4.44988877e-01 -3.09260488e-01  1.13368988e+00  2.32038713e+00
  -1.91344708e-01 -5.70699573e-01  1.84407711e+00  1.57929170e+00]
 [ 3.47515553e-01 -6.17644906e-01  4.71449047e-01 -8.00758041e-03
   9.39493239e-01  3.85518432e-01  1.85662016e-01 -1.42559302e+00
  -6.84488058e-01 -7.42822945e-01 -6.97936952e-01 -9.09540534e-01]
 [ 2.03976536e+00  6.94277227e-01 -5.27926147e-01  5.16412258e-01
  -8.92120838e-01 -8.28634277e-02 -2.74572432e-01  1.18020380e+00
   1.65944791e+00  1.62718475e+00 -3.19977760e-01  2.50292957e-01]
 [ 6.54739439e-02  3.35174590e-01 -1.02294743e+00  9.18419808e-02
   6.71505809e-01  1.43933988e+00 -8.71715844e-02 -6.97099030e-01
   2.72860467e-01  1.64231610e+00  4.50106084e-01  2.51951367e-01]
 [ 3.47515553e-01  1.05012369e+00  1.42178071e+00  1.26558340e+00
   4.55356479e-01 -3.17054361e-01 -3.26015800e-01  8.21054280e-01
  -2.50875449e+00 -7.19179630e-01 -3.54543746e-01 -6.69059992e-01]
 [-1.90881741e+00  8.33234489e-02 -8.56156051e-01 -9.81930137e-01
  -1.59680521e+00  2.21547335e-01 -1.15278435e+00  1.68913054e+00
  -6.33846760e-01  4.17591989e-01 -2.77478635e-01 -2.70471007e-01]
 [ 1.47568202e+00  1.18265676e+00 -4.98805344e-01  1.44035006e+00
  -4.02643174e-01 -5.74626923e-01  8.28704178e-01  1.97770512e+00
  -1.10287499e+00 -4.13707495e-01  1.02242744e+00 -6.54686809e-01]
 [ 1.19364035e+00 -5.77424884e-01  1.23968875e+00 -5.07494986e-01
  -1.34609723e+00  1.98165685e-01  4.40122992e-01 -1.42559302e+00
  -2.00476003e+00 -5.14900923e-01 -1.27365816e+00 -2.49463692e-01]
 [-4.98609275e-01  1.30235755e+00 -2.84370720e-01  4.41495121e-01
   4.08545077e-01  4.98572476e-02  4.99834061e-01  1.08243398e-01
   1.40865624e+00 -1.81057245e-01  1.58511627e+00  3.70809495e-01]
 [-1.06269252e+00 -5.37109852e-01  8.75759721e-01 -4.07585502e-01
  -1.20409214e+00 -8.28634277e-02 -1.17942464e+00  1.25077915e+00
   2.07542467e+00 -5.99071085e-01  2.14944199e-01  1.90048468e+00]
 [ 3.47515553e-01 -1.08495688e+00 -5.31308770e-01 -1.57841817e-01
  -2.42416203e-01  1.15831077e+00 -6.08035743e-01 -3.59906226e-01
  -6.98956192e-01 -4.63831246e-01 -9.27494541e-02 -5.07634282e-01]
 [-2.16567665e-01 -1.08170068e+00  5.54234922e-01 -3.07676047e-01
   5.07822990e-01  1.10480309e+00  4.83298689e-01 -1.02331400e+00
  -1.75879145e+00 -2.00348544e+00 -9.32532072e-01 -2.49615693e+00]
 [-1.06269252e+00  1.19979799e+00 -9.68276978e-01  9.15930271e-01
  -4.02957350e-01  1.08809125e+00 -1.23546112e+00  4.76019353e-01
   1.83636844e-01  2.45468602e-01 -2.23646596e-01  2.28732690e-01]
 [ 2.03976536e+00 -5.13552487e-01 -9.75270748e-01 -8.82080555e-01
   1.00326991e+00 -4.34187293e-01  1.66337956e-02  4.02307183e-01
  -2.49545388e-02  3.93948674e-01 -1.11726129e+00  4.81928051e-01]
 [-4.98609275e-01 -1.55970883e-02 -9.21437621e-01  3.41585666e-01
  -1.33981383e+00 -1.13668513e+00 -1.00855911e+00  1.68913054e+00
   4.46485639e-01  5.33916771e-01  6.30302370e-01  7.57236242e-01]
 [ 6.29557192e-01  4.29690361e-01 -7.93493688e-01 -3.57660741e-01
   8.25763524e-01 -7.85436213e-01 -8.46879959e-01 -3.59906226e-01
   8.95016670e-01  9.95434999e-01  2.28544220e-01  4.96854246e-01]
 [-1.62677574e+00  8.69806647e-01  4.55138832e-02  3.41585666e-01
  -1.30556917e+00 -5.51245272e-01  1.03815222e+00 -1.02331400e+00
   5.46239652e-02  2.13295911e-02  1.58511627e+00 -7.53090084e-01]
 [-1.90881741e+00  1.05893385e+00 -4.68867600e-01  2.91660905e-01
  -7.55142450e-01 -8.28634277e-02 -1.67092532e-01  1.25077915e+00
   6.40607953e-01  1.25267375e+00  1.10062611e+00  9.40775096e-01]
 [-7.80650914e-01  1.11083615e+00 -3.77051353e-01  9.65914965e-01
  -1.01353653e-01  7.36842275e-01  1.64261186e+00  4.76019353e-01
   2.00187516e+00  1.21484506e+00 -6.78164959e-02  4.73635554e-01]
 [-2.16567665e-01 -1.95235729e+00  4.12581921e+00 -1.35651577e+00
   9.18129623e-01 -1.99921444e-01  3.14270467e-01 -2.29680610e+00
  -1.36331272e+00 -1.20623231e+00 -1.11669493e+00 -6.53028369e-01]
 [ 1.19364035e+00  5.35793364e-01 -8.71811807e-01  9.40922618e-01
  -3.88191313e-01 -1.29701614e-01  1.30731130e+00  1.18020380e+00
  -4.30406481e-02  2.82352120e-01  9.32329535e-01  3.52013111e-01]
 [-1.06269252e+00 -1.63797510e+00 -4.90203857e-01 -1.32909372e-01
   8.26077700e-01  5.02576470e-01 -6.33757412e-01  1.08243398e-01
   8.43170345e-01  1.73783529e+00 -9.82397497e-01  8.52875650e-01]
 [ 9.11598802e-01  6.56739235e-01 -1.31707504e-01  2.66668558e-01
   3.25604081e-01 -3.17054361e-01 -1.16840100e+00  4.02307183e-01
   3.70524168e-01 -5.88667989e-01  1.14079684e-01  1.19728732e+00]
 [-1.62677574e+00  9.60396171e-01  6.11696579e-02  3.41585666e-01
   2.37007990e-01 -9.02569175e-01  9.13218319e-01  1.08243398e-01
   3.46409976e-01 -1.14475954e+00  7.87266016e-01 -1.22852218e+00]
 [ 9.11598802e-01 -1.23013008e+00  1.07786798e+00 -6.57329202e-01
  -5.55958390e-01  8.92944634e-01  6.12825751e-01 -3.59906226e-01
   2.94563621e-01 -1.06248045e+00 -8.48666906e-01 -3.20225626e-01]
 [ 1.19364035e+00 -5.42843491e-02 -3.88104826e-01  9.15930271e-01
   6.27836108e-01  5.10445237e-01  6.66106403e-01 -6.97099030e-01
  -5.07245839e-01 -8.02403867e-01  1.84407711e+00 -1.28712177e+00]
 [ 6.29557192e-01 -1.23491836e+00 -3.74773920e-01 -8.82080555e-01
   4.35563743e-01 -1.99921444e-01 -6.50292814e-01 -1.08683157e+00
  -9.84714091e-01  6.23761833e-01 -9.80697632e-01  4.51522350e-01]
 [-1.34473407e+00 -9.23696041e-01  1.31750393e+00 -9.32005346e-01
   1.65454531e+00 -5.51245272e-01  8.47995460e-01  4.76019353e-01
  -6.14555597e-01  7.99668252e-01 -1.12406123e+00 -7.33188272e-01]
 [-2.16567665e-01  1.23848522e+00 -6.72469974e-01  1.41826659e-01
  -1.01747489e+00  3.66419148e+00 -6.36513293e-01  4.76019353e-01
   8.43170345e-01  1.73783529e+00  1.10062611e+00  2.18228832e-01]
 [-7.80650914e-01 -2.00319573e-01  1.22753397e-01  7.41163611e-01
   1.19177210e+00  1.32228220e+00 -5.03311753e-01  4.76019353e-01
   5.70675492e-01  6.60645366e-01  1.58511627e+00  1.46264493e+00]], shape = (56, 12)
Thu Jun  6 15:11:36 CEST 2024
